boothFees-int[][],canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,onChainDelay-int,quality-int[],resourceInstructions-int[],sellable-bool,subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
"797,1",4,1," Anda dapat memperoleh item ini melalui sintesis.
Ketika dipakai, item ini dapat meningkatkan atribut. Membuat tanaman Anda lebih tahan layu.
-------
Dirancang khusus untuk petani dan terinspirasi oleh cahaya bintang, memancarkan suasana yang ceria. Terbuat dari bahan ringan, nyaman, dan tahan lama, memungkinkan petani tetap nyaman dan lincah selama kegiatan pertanian yang sibuk. Baik saat membajak, panen, atau memberi makan hewan, kemeja ini memberikan perlindungan dan kenyamanan yang cukup bagi petani, membuat setiap hari Anda di ladang menjadi hidup dan penuh sukacita!
",0,item-icon-361,361,"Lv 6 Jas Petani Bintang
",1440,"1,2,3,4,5",222,1,0,1,999,0,1,6,1
"797,1",4,1," Anda dapat memperoleh item ini melalui sintesis.
Ketika dipakai, item ini dapat meningkatkan atribut. Membuat tanaman Anda lebih tahan layu.
-------
Diselimuti dengan kekuatan cahaya bintang dan dirancang khusus untuk petani, menawarkan perlindungan dan kecekatan yang sangat baik, memungkinkan petani dengan mudah mengolah tanaman di ladang. Pola halus pada sarung tangan meningkatkan sensasi perabaan petani, memungkinkan mereka mengoperasikan cangkul dan sikat dengan lebih tepat, menciptakan lanskap pertanian yang indah. Baik saat membajak, menabur benih, atau panen, Sarung Tangan Petani Cahaya Bintang adalah teman yang paling dapat diandalkan bagi petani.
",0,item-icon-362,362,"Lv 6 Sarung Tangan Petani Bintang
",1440,"1,2,3,4,5",223,1,0,1,999,0,1,6,1
"797,1",4,1," Anda dapat memperoleh item ini melalui sintesis.
Ketika dipakai, item ini dapat meningkatkan atribut. Membuat tanaman Anda lebih tahan layu.
-------
Dirancang khusus untuk petani dan terbuat dari bahan yang lembut dan nyaman, celana ini menawarkan daya tahan dan sirkulasi udara yang sangat baik, menjaga petani tetap nyaman dan fleksibel selama pekerjaan di ladang yang sibuk. Pola cahaya bintang yang rumit pada celana ini melambangkan kerja keras dan harapan petani, membawa keberuntungan dan panen yang melimpah. Baik saat menanam, menabur benih, atau panen, celana ini adalah mitra yang paling dapat diandalkan bagi petani.
",0,item-icon-363,363,"Lv 6 Celana Petani Bintang
",1440,"1,2,3,4,5",225,1,0,1,999,0,1,6,1
"797,1",4,1," Anda dapat memperoleh item ini melalui sintesis.
Ketika dipakai, item ini dapat meningkatkan atribut. Membuat tanaman Anda lebih tahan layu.
-------
Dirancang khusus untuk petani dan terbuat dari bahan ringan dan tahan lama. Sepatu ini menawarkan daya tahan terhadap tergelincir yang sangat baik, memastikan stabilitas bagi petani saat berjalan di ladang. Pola cahaya bintang yang rumit pada sepatu ini melambangkan kebijaksanaan dan ketekunan petani. Baik saat bertani, menanam, atau panen, sepatu ini memberikan kenyamanan dan perlindungan, meninggalkan jejak petani di ladang.
",0,item-icon-364,364,"Lv 6 Sepatu Petani Bintang
",1440,"1,2,3,4,5",226,1,0,1,999,0,1,6,1
"795,1","1,3,4",1,"Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Dapat digunakan untuk membuat peralatan atau item.
-------
Tulang keras! Harus berasal dari suatu organisme tertentu.
",0,item-icon-365,365,"Tulang Kuat
",0,1,13,1,0,2,4,1,4,4,1
"795,1","1,3,4",1,"Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Dapat digunakan untuk membuat peralatan atau item.
-------
Tumbuhan? Hewan? Atau sesuatu di antaranya?
",0,item-icon-366,366,"Kepala Telur
",0,1,14,1,0,2,4,1,4,4,1
"795,1","1,3,4",1,"Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Dapat digunakan untuk membuat peralatan atau item.
-------
Tidak terlihat seperti langsung dipotong dari pohon, lebih seperti hidung manusia salju.
",0,item-icon-367,367,"Kayu Mewah
",0,1,15,1,0,2,4,1,4,4,1
"796,1","1,3,4",1,"Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Dapat digunakan untuk membuat peralatan atau item.
-------
Tulang keras! Bersinar juga!
",0,item-icon-368,368,"Tengkorak Terang
",0,1,17,1,0,2,5,1,4,5,1
"796,1","1,3,4",1,"Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Dapat digunakan untuk membuat peralatan atau item.
-------
Terlihat agak menyeramkan...
",0,item-icon-369,369,"Mata Besar
",0,1,18,1,0,2,5,1,4,5,1
"796,1","1,3,4",1,"Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Dapat digunakan untuk membuat peralatan atau item.
-------
Sepasang sayap yang halus, tak bisa ditolak.
",0,item-icon-370,370,"Sayap Elf
",0,1,16,1,0,2,5,1,4,5,1
"797,1","1,3,4",1,"Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Dapat digunakan untuk membuat peralatan atau item.
-------
Terlihat seperti bola, bulat.
",0,item-icon-371,371,"Cangkang Kura-kura Kristal
",0,1,21,1,0,2,6,1,4,6,1
"797,1","1,3,4",1,"Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Dapat digunakan untuk membuat peralatan atau item.
-------
Tidak perlu lilin di malam hari.
",0,item-icon-372,372,"Will-o'-the-wisp
",0,1,19,1,0,2,6,1,4,6,1
"797,1","1,3,4",1,"Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Dapat digunakan untuk membuat peralatan atau item.
-------
Cukup kecil, tidak bisa digunakan langsung, tetapi seharusnya berfungsi sebagai bahan pembuatan.
",0,item-icon-373,373,"Tongkat Kecil
",0,1,20,1,0,2,6,1,4,6,1
"795,1","1,3,4",1,"Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan.
Dapat digunakan untuk membuat peralatan atau item.
-------
Bunga dandelion emas, sangat langka.
",0,item-icon-374,374,"Bunga Dandelion Emas
",0,1,37,1,0,3,4,1,4,4,1
"795,1","1,3,4",1,"Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan.
Dapat digunakan untuk membuat peralatan atau item.
-------
Bunga kaktus.
",0,item-icon-375,375,"Bunga Kaktus
",0,1,57,1,0,3,4,1,4,4,1
"795,1","1,3,4",1,"Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan.
Dapat digunakan untuk membuat peralatan atau item.
-------
Batu ini pasti aktor yang baik.
",0,item-icon-376,376,"Racso
",0,1,75,1,0,3,4,1,4,4,1
"796,1","1,3,4",1,"Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan.
Dapat digunakan untuk membuat peralatan atau item.
-------
Terlihat tajam, hati-hati jangan sampai terluka.
",0,item-icon-377,377,"Intan Serat
",0,1,39,1,0,3,5,1,4,5,1
"796,1","1,3,4",1,"Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan.
Dapat digunakan untuk membuat peralatan atau item.
-------
Mengetuknya dengan ringan dapat menghasilkan suara yang menyenangkan.",0,item-icon-378,378,"Intan Bentuk Catatan
",0,1,59,1,0,3,5,1,4,5,1
"796,1","1,3,4",1," Mengumpulkan bahan dengan tingkat yang sama dapat menghasilkan benih tambahan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Sebuah batu yang sangat lucu 
",0,item-icon-379,379,"Intan Berbentuk Beruang
",0,1,77,1,0,3,5,1,4,5,1
"797,1","1,3,4",1," Mengumpulkan bahan dengan tingkat yang sama dapat menghasilkan benih tambahan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Lihat, bunga kecil ini sangat mirip dengan peri 
",0,item-icon-380,380,"Bunga Elf
",0,1,41,1,0,3,6,1,4,6,1
"797,1","1,3,4",1," Mengumpulkan bahan dengan tingkat yang sama dapat menghasilkan benih tambahan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Ketika saya masih kecil, saya dulu berharap bisa menangkap bintang dalam sebuah botol, apakah ini memenuhi harapan saya? 
",0,item-icon-381,381,"Bintang Kaleng
",0,1,61,1,0,3,6,1,4,6,1
"797,1","1,3,4",1," Mengumpulkan bahan dengan tingkat yang sama dapat menghasilkan benih tambahan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Batu yang sangat indah, seperti komet dari luar angkasa 
",0,item-icon-382,382,"Meteorit
",0,1,79,1,0,3,6,1,4,6,1
"795,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui penanaman.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Salah satu makanan pokok paling umum di dunia 
",0,item-icon-383,383,"Gandum
",0,1,96,1,0,1,4,1,4,4,1
"795,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui penanaman.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Saya ingat ada permainan di mana benda ini menembakkan peluru 
",0,item-icon-384,384,"Kacang Polong
",0,1,98,1,0,1,4,1,4,4,1
"795,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui penanaman.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Bahkan melalui layar, saya bisa mencium aromanya 
",0,item-icon-385,385,"Bawang Putih
",0,1,97,1,0,1,4,1,4,4,1
"796,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui penanaman.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Beberapa orang menggoreng bagian dalam bunga ini sebagai camilan, rasanya enak 
",0,item-icon-386,386,"Bunga Matahari
",0,1,99,1,0,1,5,1,4,5,1
"796,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui penanaman.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Benda ini lebih cocok untuk kebun anggur 
",0,item-icon-387,387,"Anggur
",0,1,100,1,0,1,5,1,4,5,1
"796,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui penanaman.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Salah satu makanan pokok paling umum di dunia 
",0,item-icon-388,388,"Kentang
",0,1,101,1,0,1,5,1,4,5,1
"797,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui penanaman.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Terkejut 
",0,item-icon-389,389,"Chomper
",0,1,102,1,0,1,6,1,4,6,1
"797,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui penanaman.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Terlihat seperti terompet 
",0,item-icon-390,390,"Bunga Morning Glory
",0,1,103,1,0,1,6,1,4,6,1
"797,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui penanaman.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Akar singkong 
",0,item-icon-391,391,"Singkong
",0,1,104,1,0,1,6,1,4,6,1
"795,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui perkawinan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Dalam suatu permainan tertentu, benda ini dapat meningkatkan pertumbuhan tanaman, tetapi sepertinya tidak di sini 
",0,item-icon-392,392,"Tulang Tumbuk
",0,1,123,1,0,1,4,1,4,4,1
"795,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui perkawinan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Sangat fleksibel, dapat diuleni menjadi tali atau benang 
",0,item-icon-393,393,"Lian yang Tahan Lama
",0,1,125,1,0,1,4,1,4,4,1
"795,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui perkawinan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Sehelai daun yang besar 
",0,item-icon-394,394,"Daun Jeruk
",0,1,124,1,0,1,4,1,4,4,1
"796,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui perkawinan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Jangan takut dengan penampilannya, benda ini sama baiknya dengan rempah-rempah di dunia 
",0,item-icon-395,395,Bumbu Gelap,0,1,128,1,0,1,5,1,4,5,1
"796,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui perkawinan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Benda ini memancarkan cahaya redup 
",0,item-icon-396,396, Serbuk Tulang Bercahaya,0,1,127,1,0,1,5,1,4,5,1
"796,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui perkawinan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Hei, apakah kamu suka bermain bola salju? 
",0,item-icon-397,397, Bola Salju Elf,0,1,126,1,0,1,5,1,4,5,1
"797,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui perkawinan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Sisik yang terjatuh dari cangkang kura-kura, sangat indah",0,item-icon-398,398, Kulit Kerang,0,1,131,1,0,1,6,1,4,6,1
"797,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui pembiakan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Sebuah anak panah yang halus
",0,item-icon-399,399, Panah Terolah,0,1,129,1,0,1,6,1,4,6,1
"797,1","1,3,4",1," Anda dapat memperoleh jenis bahan ini melalui pembiakan.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Bagus dan hangat, pasti akan membuat pakaian yang bagus!
",0,item-icon-400,400, Bulu Kelinci Salju,0,1,130,1,0,1,6,1,4,6,1
"795,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Combat, berguna untuk mensintesis berbagai peralatan
",0,item-icon-401,401, Esensi Tempur Lv 4,0,1,162,1,0,2,4,0,4,4,1
"796,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Combat, berguna untuk mensintesis berbagai peralatan
",0,item-icon-402,402, Esensi Tempur Lv 5,0,1,163,1,0,2,5,0,4,5,1
"797,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Combat, berguna untuk mensintesis berbagai peralatan
",0,item-icon-403,403, Esensi Tempur Lv 6,0,1,164,1,0,2,6,0,4,6,1
"795,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Gathering, berguna untuk mensintesis berbagai peralatan
",0,item-icon-404,404, Esensi Mengumpulkan Lv 4,0,1,171,1,0,3,4,0,4,4,1
"796,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Gathering, berguna untuk mensintesis berbagai peralatan
",0,item-icon-405,405, Esensi Mengumpulkan Lv 5,0,1,172,1,0,3,5,0,4,5,1
"797,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Gathering, berguna untuk mensintesis berbagai peralatan
",0,item-icon-406,406, Esensi Mengumpulkan Lv 6,0,1,173,1,0,3,6,0,4,6,1
"795,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Planting, berguna untuk mensintesis berbagai peralatan
",0,item-icon-407,407, Esensi Penanaman Pertanian Lv 4,0,1,147,1,0,1,4,0,4,4,1
"796,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Planting, berguna untuk mensintesis berbagai peralatan
",0,item-icon-408,408, Esensi Penanaman Pertanian Lv 5,0,1,148,1,0,1,5,0,4,5,1
"797,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Planting, berguna untuk mensintesis berbagai peralatan
",0,item-icon-409,409, Esensi Penanaman Pertanian Lv 6,0,1,149,1,0,1,6,0,4,6,1
"795,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Livestock, berguna untuk mensintesis berbagai peralatan
",0,item-icon-410,410, Esensi Peternakan Pertanian Lv 4,0,1,150,1,0,1,4,0,4,4,1
"796,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Livestock, berguna untuk mensintesis berbagai peralatan
",0,item-icon-411,411, Esensi Peternakan Pertanian Lv 5,0,1,151,1,0,1,5,0,4,5,1
"797,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Livestock, berguna untuk mensintesis berbagai peralatan
",0,item-icon-412,412, Esensi Peternakan Pertanian Lv 6,0,1,152,1,0,1,6,0,4,6,1
-,"1,3,4",1," Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan, Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Menggunakannya dapat memicu efek khusus.
-------
Biji untuk menanam gandum
",97,item-icon-413,413, Benih Gandum,0,1,493,1,0,1,4,1,3,4,1
-,"1,3,4",1," Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan, Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Menggunakannya dapat memicu efek khusus.
-------
Biji untuk menanam kacang polong
",97,item-icon-414,414, Benih Kacang Polong,0,1,492,1,0,1,4,1,3,4,1
-,"1,3,4",1," Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan, Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Menggunakannya dapat memicu efek khusus.
-------
Biji untuk menanam bawang putih
",97,item-icon-415,415, Benih Bawang Putih,0,1,491,1,0,1,4,1,3,4,1
-,"1,3,4",1," Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan, Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Menggunakannya dapat memicu efek khusus.
-------
Biji untuk menanam bunga matahari
",97,item-icon-416,416, Benih Bunga Matahari,0,1,496,1,0,1,5,1,3,5,1
-,"1,3,4",1," Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan, Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Menggunakannya dapat memicu efek khusus.
-------
Biji untuk menanam anggur
",97,item-icon-417,417, Benih Anggur,0,1,494,1,0,1,5,1,3,5,1
-,"1,3,4",1," Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan, Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Menggunakannya dapat memicu efek khusus.
-------
Biji untuk menanam kentang",97,item-icon-418,418, Benih Kentang,0,1,495,1,0,1,5,1,3,5,1
-,"1,3,4",1," Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan, Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Menggunakannya dapat memicu efek khusus.
-------
Biji untuk menumbuhkan bunga mayat
",97,item-icon-419,419, Benih Chomper,0,1,498,1,0,1,6,1,3,6,1
-,"1,3,4",1," Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan, Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Menggunakannya dapat memicu efek khusus.
-------
Biji untuk menumbuhkan bunga pagi
",97,item-icon-420,420, Benih Bunga Morning Glory,0,1,499,1,0,1,6,1,3,6,1
-,"1,3,4",1," Mengumpulkan bahan dengan level yang sama dapat menghasilkan biji tambahan, Membunuh monster dengan level yang sama dapat menghasilkan item ini.
Menggunakannya dapat memicu efek khusus.
-------
Biji untuk menumbuhkan singkong
",97,item-icon-421,421, Benih Singkong,0,1,497,1,0,1,6,1,3,6,1
"795,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
HP saat ini +320
",0,item-icon-422,422, Ramuan Penyembuhan Emas Lv 4,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Serangan tempur +50
",0,item-icon-423,423, Ramuan Serangan Emas Lv 4,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Kecepatan gerak +200
",0,item-icon-424,424, Ramuan Kecepatan Emas Lv 4,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Kerusakan kritis terhadap monster +120
",0,item-icon-425,425, Ramuan Serangan Kritis Emas Lv 4,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
HP maksimal +200
",0,item-icon-426,426, Ramuan Kehidupan Emas Lv 4,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Pertahanan tempur +20
",0,item-icon-427,427, Ramuan Pertahanan Emas Lv 4,0,1,62,1,0,2,4,0,3,4,1
"796,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
HP saat ini +400
",0,item-icon-429,429, Ramuan Penyembuhan Berlian Lv 5,0,1,64,1,0,2,5,0,3,5,1
"796,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Serangan tempur +60
",0,item-icon-430,430, Ramuan Serangan Berlian Lv 5,0,1,64,1,0,2,5,0,3,5,1
"796,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Kecepatan gerak +240
",0,item-icon-431,431, Ramuan Kecepatan Berlian Lv 5,0,1,64,1,0,2,5,0,3,5,1
"796,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Kerusakan kritis terhadap monster +150
",0,item-icon-432,432, Ramuan Serangan Kritis Berlian Lv 5,0,1,64,1,0,2,5,0,3,5,1
"796,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
HP maksimal +240
",0,item-icon-433,433, Ramuan Kehidupan Berlian Lv 5,0,1,64,1,0,2,5,0,3,5,1
"796,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Pertahanan tempur +25
",0,item-icon-434,434, Ramuan Pertahanan Berlian Lv 5,0,1,64,1,0,2,5,0,3,5,1
"797,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
HP saat ini +480
",0,item-icon-435,435, Ramuan Penyembuhan Bintang Lv 6,0,1,66,1,0,2,6,0,3,6,1
"797,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Serangan tempur +70
",0,item-icon-436,436, Ramuan Serangan Bintang Lv 6,0,1,66,1,0,2,6,0,3,6,1
"797,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Kecepatan gerak +280
",0,item-icon-437,437, Ramuan Kecepatan Bintang Lv 6,0,1,66,1,0,2,6,0,3,6,1
"797,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Kerusakan kritis terhadap monster +180
",0,item-icon-438,438, Ramuan Serangan Kritis Bintang Lv 6,0,1,66,1,0,2,6,0,3,6,1
"797,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
HP maksimal +280",0,item-icon-439,439, Ramuan Kehidupan Bintang Lv 6,0,1,66,1,0,2,6,0,3,6,1
"797,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Pertahanan tempur +30
",0,item-icon-440,440, Ramuan Pertahanan Bintang Lv 6,0,1,66,1,0,2,6,0,3,6,1
"792,1",0,1," Anda dapat memperoleh item ini melalui sintesis.
Ketika dipakai, dapat meningkatkan atribut. Tingkatkan kekuatan serangan tempur Anda
-------
Palu dapat menghilangkan baju besi dari monster tertentu, ambil palu dan hancurkan mereka
",0,item-icon-441,441, Palu Tembaga Lv 1,1440,1,258,1,0,2,999,0,1,1,1
"793,1",0,1," Anda dapat memperoleh item ini melalui sintesis.
Ketika dipakai, dapat meningkatkan atribut. Tingkatkan kekuatan serangan tempur Anda
-------
Palu dapat menghilangkan baju besi dari monster tertentu, ambil palu dan hancurkan mereka
",0,item-icon-442,442, Palu Besi Lv 2,1440,"1,2",270,1,0,2,999,0,1,2,1
"794,1",0,1," Anda dapat memperoleh item ini melalui sintesis.
Ketika dipakai, dapat meningkatkan atribut. Tingkatkan kekuatan serangan tempur Anda",0,item-icon-443,443, Palu Kristal Lv 3,1440,"1,2,3",274,1,0,2,999,0,1,3,1
"795,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, item ini dapat meningkatkan atribut. Tingkatkan kekuatan serangan tempur Anda
-------
Palu dapat menghilangkan baju besi dari beberapa monster, ambil palu dan hancurkan mereka
",0,item-icon-444,444, Palu Emas Lv 4,1440,"1,2,3,4",287,1,0,2,999,0,1,4,1
"796,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, item ini dapat meningkatkan atribut. Tingkatkan kekuatan serangan tempur Anda
-------
Palu dapat menghilangkan baju besi dari beberapa monster, ambil palu dan hancurkan mereka
",0,item-icon-445,445, Palu Berlian Lv 5,1440,"1,2,3,4,5",295,1,0,2,999,0,1,5,1
"797,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, item ini dapat meningkatkan atribut. Tingkatkan kekuatan serangan tempur Anda
-------
Palu dapat menghilangkan baju besi dari beberapa monster, ambil palu dan hancurkan mereka
",0,item-icon-446,446, Palu Cahaya Bintang Lv 6,1440,"1,2,3,4,5",304,1,0,2,999,0,1,6,1
"795,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, item ini dapat meningkatkan atribut. Tingkatkan kekuatan serangan tempur Anda
-------
Jika Anda khawatir dikejar oleh monster, busur ini sempurna untuk Anda, Anda dapat membunuh monster dari jarak yang aman
",0,item-icon-450,450,"Lv 4 Busur Emas
",1440,"1,2,3,4",281,1,0,2,999,0,1,4,1
"796,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, item ini dapat meningkatkan atribut. Tingkatkan kekuatan serangan tempur Anda
-------
Jika Anda khawatir dikejar oleh monster, busur ini sempurna untuk Anda, Anda dapat membunuh monster dari jarak yang aman
",0,item-icon-451,451,"Lv 5 Busur Berlian
",1440,"1,2,3,4,5",289,1,0,2,999,0,1,5,1
"797,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, item ini dapat meningkatkan atribut. Tingkatkan kekuatan serangan tempur Anda
-------
Jika Anda khawatir dikejar oleh monster, busur ini sempurna untuk Anda, Anda dapat membunuh monster dari jarak yang aman
",0,item-icon-452,452,"Lv 6 Busur Cahaya Bintang
",1440,"1,2,3,4,5",303,1,0,2,999,0,1,6,1
"792,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, item ini dapat meningkatkan atribut. Membuka produk pertanian tingkat lebih tinggi
-------
Digunakan untuk menenangkan hewan peliharaan Anda, memungkinkannya untuk menghasilkan dengan tenang
",0,item-icon-453,453,"Lv 1 Sikat Tembaga
",1440,1,182,1,0,1,999,0,1,1,1
